songFileName,playLength,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Welcome.started,text.started,Welcome.stopped,ITI.started,get_ready.started,ITI.stopped,sound_playback.started,resp.time,resp.velocity,stimulus.started,tap.started,tap.stopped,stimulus.stopped,sound_playback.stopped,get_ready.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,55.8426639169993,39,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,56.576219624999794,38,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,57.30999020799936,16,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,58.01703825000004,33,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,58.617253582997364,37,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,,,,,59.35089470799721,55,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Chopin_EtuedeO.wav,15,2,2,0,0,2,2,2,,,,,,,59.58906270800071,59.59038891700038,64.5798242919991,,,,,,,59.59038891700038,59.58904245799931,64.5923254579975,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,64.5923254579975,,,,,,,,,64.58943595799792,69.8220452079986,13,64.5958502916658,64.5923254579975,65.59288266699878,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,70.20884466700227,8,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,70.54226970799937,15,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,71.24929924999742,22,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,71.60941483300121,8,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,71.9295746669959,33,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,72.59652316699794,27,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,72.9566627919994,15,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,73.30348295799922,22,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,73.90373408299638,27,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,74.23718666700006,15,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,74.55734920800023,24,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,75.23766016699665,28,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,75.57116200000019,15,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,75.91791024999839,33,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,76.58485962499981,26,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,76.9450511249961,17,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,77.30523437500233,24,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,78.03884587500215,21,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,78.35897895800008,12,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,78.69247191699833,15,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
/Users/jellevanderwerff/workshop_2026/waltz_experiment/resources/K_Humperdinck_Haensel.wav,15,3,3,0,0,3,3,3,,,,,,,,,,,79.43938150000031,28,,,,,,,pilot,001,2026-03-24_16h29.24.115,waltz,,2026.1.2,2026-03-24 16h29.24.406520 +0100,
